year,nump,flr,story,ceil,wall,fuel,house_bill_exist,house_bill_upgrade,house_elec_exist,house_elec_upgrade,house_gas_exist,house_gas_upgrade,house_ems_exist,house_ems_upgrade,heat_bill_exist,heat_bill_upgrade,heat_elec_exist,heat_elec_exist,heat_gas_exist,heat_gas_upgrade,heat_ems_exist,heat_ems_upgrade,cool_bill_exist,cool_bill_upgrade,cool_elec_exist,cool_elec_exist,cool_ems_exist,cool_ems_upgrade,water_bill_exist,water_bill_upgrade,water_gas_exist,water_gas_upgrade,water_ems_exist,water_ems_upgrade,la_bill_exist,la_bill_upgrade,la_elec_exist,la_elec_exist,la_gas_exist,la_gas_upgrade,la_ems_exist,la_ems_upgrade,sa_bill_exist,sa_bill_upgrade,sa_elec_exist,sa_elec_exist,sa_ems_exist,sa_ems_upgrade,light_bill_exist,light_bill_upgrade,light_elec_exist,light_elec_exist,light_ems_exist,light_ems_upgrade,added_cost,estimated_roi,thermostat_sav,thermostat_ret,thermostat_ems,lighting_sav,lighting_ret,lighting_ems,clotheswasher_sav,clotheswasher_ret,clotheswasher_ems,ceiling_sav,ceiling_ret,ceiling_ems,heat_sav,heat_ret,heat_ems,waterheater_sav,waterheater_ret,waterheater_ems,clothesdryer_sav,clothesdryer_ret,clothesdryer_ems,wall_sav,wall_ret,wall_ems,ductseal_sav,ductseal_ret,ductseal_ems,infiltration_sav,infiltration_ret,infiltration_ems
1920,5,800,2,ecwf11,3,ele,"2,715","1,838","10,446","7,453",522,307,"11,299","27,293",783,364,361,195,478,219,"5,764","2,652",145,123,782,664,389,331,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,384",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,800,3,ecwf11,3,ele,"2,762","1,848","10,534","7,510",543,306,"11,589","27,320",819,368,389,220,499,218,"6,024","2,662",156,129,842,697,419,347,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,587",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1200,1,ecwf11,3,ele,"3,150","2,083","10,505","7,415",805,475,"14,635","29,242","1,235",637,512,310,761,387,"9,146","4,676",128,95,690,512,344,255,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,128",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1200,2,ecwf11,3,ele,"3,066","1,956","10,622","7,591",735,369,"13,876","28,090","1,129",466,508,244,691,281,"8,326","3,403",150,139,811,754,404,375,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,678",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1200,3,ecwf11,3,ele,"3,116","1,982","10,739","7,649",754,379,"14,156","28,235","1,162",486,534,270,710,291,"8,561","3,532",167,145,902,786,449,391,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,684",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1600,1,ecwf11,3,ele,"3,546","2,279","10,680","7,436","1,048",604,"17,561","210,755","1,626",839,658,363,"1,004",516,"12,057","6,205",133,89,719,480,358,239,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,863",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1600,2,ecwf11,3,ele,"3,406","2,108","10,768","7,673",944,460,"16,390","29,199","1,464",618,625,326,900,372,"10,826","4,513",155,139,840,754,418,375,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,505",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,1600,3,ecwf11,3,ele,"3,452","2,135","10,886","7,731",960,471,"16,636","29,346","1,493",633,652,323,916,383,"11,026","4,630",172,151,931,814,464,405,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,442",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2000,1,ecwf11,3,ele,"3,932","2,481","10,827","7,487","1,288",732,"20,438","212,285","2,012","1,047",805,444,"1,244",644,"14,935","7,750",133,83,719,450,358,224,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,576",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2000,2,ecwf11,3,ele,"3,735","2,340","10,885","7,608","1,149",623,"18,843","211,067","1,793",878,743,413,"1,105",535,"13,280","6,457",155,111,839,601,418,299,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,258",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2000,3,ecwf11,3,ele,"3,779","2,280","11,032","7,782","1,160",561,"19,045","210,435","1,814",779,769,377,"1,116",473,"13,421","5,719",178,150,960,812,478,404,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,158",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2400,1,ecwf11,3,ele,"4,316","2,683","10,974","7,538","1,526",860,"23,292","213,804","2,396","1,254",952,525,"1,482",772,"17,788","9,284",133,78,719,420,358,209,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,272",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2400,2,ecwf11,3,ele,"4,065","2,404","11,032","7,777","1,351",645,"21,276","211,407","2,117",914,860,432,"1,307",557,"15,698","6,722",161,139,869,752,433,374,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,066",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2400,3,ecwf11,3,ele,"4,095","2,428","11,149","7,835","1,357",654,"21,405","211,537","2,131",927,887,429,"1,313",566,"15,782","6,822",177,150,959,812,478,404,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,844",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2800,1,ecwf11,3,ele,"4,690","2,882","11,090","7,590","1,761",987,"26,095","215,314","2,770","1,459","1,069",606,"1,717",899,"20,592","10,809",133,72,718,390,358,194,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,954",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2800,2,ecwf11,3,ele,"4,385","2,668","11,150","7,683","1,550",833,"23,660","213,557","2,437","1,212",978,519,"1,506",745,"18,082","8,962",161,105,869,570,433,284,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,364",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,2800,3,ecwf11,3,ele,"4,412","2,574","11,296","7,886","1,550",745,"23,733","212,630","2,442","1,073","1,004",482,"1,506",657,"18,095","7,915",183,150,989,811,492,404,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,505",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3200,1,ecwf11,3,ele,"5,069","3,074","11,266","7,611","1,993","1,113","28,894","216,787","3,144","1,657","1,215",658,"1,949","1,025","23,375","12,298",138,66,748,359,372,179,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,626",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3200,2,ecwf11,3,ele,"4,706","2,832","11,296","7,735","1,747",936,"26,034","214,788","2,753","1,376","1,094",572,"1,703",848,"20,441","10,193",166,105,899,570,448,284,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,891",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3200,3,ecwf11,3,ele,"4,716","2,815","11,383","7,823","1,742",913,"26,019","214,567","2,746","1,342","1,092",570,"1,698",825,"20,382","9,927",183,122,988,660,492,329,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,049",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3600,1,ecwf11,3,ele,"5,437","3,253","11,384","7,692","2,224","1,223","31,651","218,116","3,512","1,836","1,333",740,"2,180","1,135","26,133","13,626",138,66,748,359,372,179,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"10,201",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3600,2,ecwf11,3,ele,"5,020","2,997","11,413","7,787","1,942","1,039","28,371","216,020","3,067","1,546","1,212",653,"1,898",951,"22,778","11,440",166,100,898,540,447,269,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,409",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,3600,3,ecwf11,3,ele,"5,024","2,872","11,530","8,022","1,930",927,"28,289","214,825","3,049","1,371","1,209",617,"1,886",839,"22,636","10,110",188,150,"1,018",811,507,404,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"9,787",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,800,1,ecwf11,3,ele,"2,289","1,390","7,626","4,546",586,367,"10,643","26,553",885,460,395,229,542,279,"6,529","3,375",117,89,631,482,314,240,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,365",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,800,2,ecwf11,3,ele,"2,250","1,314","7,714","4,693",549,298,"10,254","25,820",829,350,392,193,505,210,"6,095","2,552",134,123,722,665,359,331,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,810",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,800,3,ecwf11,3,ele,"2,291","1,358","7,772","4,693",570,327,"10,529","26,157",860,400,391,223,526,239,"6,340","2,904",144,117,781,635,389,316,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,598",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1200,1,ecwf11,3,ele,"2,689","1,596","7,772","4,596",835,498,"13,625","28,111","1,285",672,542,310,791,410,"9,511","4,949",117,83,630,451,314,225,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,139",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1200,2,ecwf11,3,ele,"2,599","1,467","7,860","4,774",764,390,"12,839","26,937","1,173",503,510,275,720,302,"8,666","3,669",139,123,750,664,373,331,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,689",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1200,3,ecwf11,3,ele,"2,649","1,491","7,978","4,831",783,399,"13,120","27,070","1,206",516,537,272,739,311,"8,901","3,772",156,134,841,724,419,360,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,695",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1600,1,ecwf11,3,ele,"3,081","1,802","7,918","4,647","1,079",629,"16,548","29,662","1,678",883,689,392,"1,035",541,"12,435","6,515",116,78,629,420,313,209,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,874",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1600,2,ecwf11,3,ele,"2,940","1,621","8,007","4,855",974,483,"15,366","28,057","1,509",652,627,327,930,395,"11,177","4,775",144,128,780,693,388,345,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,516",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,1600,3,ecwf11,3,ele,"2,985","1,640","8,124","4,883",989,492,"15,599","28,178","1,537",665,654,326,945,404,"11,366","4,881",161,134,870,722,433,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,453",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2000,1,ecwf11,3,ele,"3,470","2,000","8,066","4,670","1,320",759,"19,437","211,189","2,061","1,087",807,446,"1,276",671,"15,309","8,057",122,72,659,390,328,194,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,587",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2000,2,ecwf11,3,ele,"3,271","1,771","8,124","4,908","1,180",576,"17,831","29,177","1,840",802,745,381,"1,136",488,"13,643","5,895",144,128,779,692,388,345,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,308",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2000,3,ecwf11,3,ele,"3,308","1,788","8,241","4,935","1,190",585,"18,006","29,290","1,860",814,772,379,"1,146",497,"13,773","5,993",161,133,869,721,433,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,169",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2400,1,ecwf11,3,ele,"3,855","2,201","8,212","4,720","1,559",886,"22,302","212,707","2,446","1,293",953,525,"1,515",798,"18,174","9,590",122,67,659,360,328,179,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,283",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2400,2,ecwf11,3,ele,"3,595","2,018","8,241","4,813","1,382",753,"20,249","211,197","2,164","1,083",862,468,"1,338",665,"16,061","8,005",144,94,779,510,388,254,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,831",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2400,3,ecwf11,3,ele,"3,631","1,942","8,388","5,017","1,388",677,"20,392","210,406","2,178",967,889,460,"1,344",589,"16,145","7,109",166,134,899,722,448,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,855",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2800,1,ecwf11,3,ele,"4,234","2,400","8,359","4,771","1,794","1,014","25,121","214,217","2,825","1,498","1,100",606,"1,750",926,"20,993","11,115",122,61,659,330,328,164,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,966",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2800,2,ecwf11,3,ele,"3,922","2,185","8,388","4,866","1,582",858,"22,659","212,449","2,485","1,250",979,521,"1,538",770,"18,456","9,258",150,94,809,510,403,254,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,375",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,2800,3,ecwf11,3,ele,"3,942","2,090","8,505","5,068","1,581",769,"22,705","211,511","2,489","1,116","1,006",513,"1,537",681,"18,458","8,215",166,133,899,721,448,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,516",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3200,1,ecwf11,3,ele,"4,605","2,605","8,475","4,853","2,027","1,140","27,901","215,731","3,196","1,703","1,217",688,"1,983","1,052","23,774","12,629",122,61,658,330,328,164,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,638",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3200,2,ecwf11,3,ele,"4,238","2,352","8,505","4,917","1,779",962,"25,018","213,692","2,802","1,422","1,097",603,"1,735",874,"20,816","10,515",149,89,808,480,402,239,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,902",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3200,3,ecwf11,3,ele,"4,258","2,238","8,652","5,121","1,774",862,"25,033","212,616","2,799","1,264","1,123",565,"1,730",774,"20,771","9,320",172,133,929,721,463,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"9,168",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3600,1,ecwf11,3,ele,"4,983","2,773","8,651","4,873","2,258","1,250","30,687","217,029","3,569","1,877","1,363",739,"2,214","1,162","26,545","13,943",127,55,688,299,343,149,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"10,212",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3600,2,ecwf11,3,ele,"4,553","2,515","8,622","4,970","1,975","1,066","27,367","214,923","3,117","1,585","1,214",655,"1,931",978,"23,164","11,747",149,89,808,480,402,239,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,420",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,1,3600,3,ecwf11,3,ele,"4,556","2,490","8,739","5,058","1,962","1,038","27,273","214,649","3,097","1,544","1,211",653,"1,918",950,"23,011","11,427",172,105,928,570,462,284,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,552",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,3,800,1,ecwf11,3,ele,"2,516","1,630","8,969","5,924",572,357,"11,148","27,119",864,445,394,228,528,269,"6,365","3,255",122,95,661,512,329,255,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,359",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,3,800,2,ecwf11,3,ele,"2,477","1,555","9,057","6,071",535,289,"10,759","26,398",808,336,390,192,491,201,"5,931","2,443",139,129,753,696,375,347,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,845",19%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,3,800,3,ecwf11,3,ele,"2,521","1,597","9,116","6,071",557,317,"11,046","26,723",841,384,390,222,513,229,"6,188","2,782",150,123,812,666,404,332,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,592",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,3,1200,1,ecwf11,3,ele,"2,915","1,832","9,116","5,974",820,486,"14,118","28,655","1,263",653,542,309,776,398,"9,336","4,806",122,89,660,481,329,239,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,134",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1940,3,1200,2,ecwf11,3,ele,"2,824","1,711","9,204","6,181",749,379,"13,333","27,507","1,150",487,509,273,705,291,"8,490","3,537",144,134,781,725,389,361,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,683",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
